epsilon,f1score,precision,recall
0.005,0.05668016194331984,1.0,0.029166666666666667
0.02,0.20224719101123595,1.0,0.1125
0.05,0.44155844155844154,1.0,0.2833333333333333
0.2,0.673469387755102,0.868421052631579,0.55
0.6,0.3340926347760061,0.2042711234911792,0.9166666666666666
1.0,0.3864337101747174,0.25648021828103684,0.7833333333333333
