epsilon,report_prob,report_thresh_R,sampling_prob,f1_score
0.2,0.0157952930026852,1,1.0,0.3627450980392157
0.2,0.01737482230295372,1,1.0,0.3656957928802589
0.17802197802197803,0.014198217042826906,1,1.0,0.3488
0.17802197802197803,0.015381401796395815,1,1.0,0.3518225039619651
0.17802197802197803,0.016564586549964722,1,1.0,0.3421461897356143
0.2,0.0236929395040278,1,1.0,0.35325365205843295
0.2,0.0276417627546991,1,1.0,0.34610630407911
0.2,0.0315905860053704,1,1.0,0.3039443155452436
0.2,0.0355394092560417,1,1.0,0.3318777292576419
0.2,0.039488232506712996,1,1.0,0.31910569105691056
0.15604395604395604,0.027366530347940378,1,1.0,0.32448377581120946
0.2,0.0552835255093982,1,1.0,0.31270903010033446
0.2,0.0631811720107408,1,1.0,0.3008982035928144
0.15604395604395604,0.04104979552191057,1,1.0,0.29448818897637796
0.11208791208791208,0.023842404511169934,1,1.0,0.2994304312449146
0.2,0.0947717580161112,1,1.0,0.253134328358209
0.17802197802197803,0.08282293274982362,1,1.0,0.2409090909090909
0.11208791208791208,0.03814784721787189,1,1.0,0.24094881398252185
0.17802197802197803,0.10648662782120179,1,1.0,0.21684414327202323
0.2,0.15795293002685198,1,1.0,0.20361392684001764
